1,504.10221,213.9301775,17.68851499999994,41.80746499999998,0.9999915393493111
1,371.72664,209.296005,18.34603500000003,40.29598999999999,0.9867803040891537
1,536.7924,200.62842,16.95252999999991,47.30757,0.699587
1,103.36098,211.56131,16.132085000000004,34.99780000000001,0.5558226
2,529.8724,224.59303250000002,20.898972500000013,48.93337999999997,0.9999999707399635
2,369.7123833333333,213.79046333333335,20.8815033333334,44.661203333333304,0.9982978139725709
2,552.3732,212.33177,19.637500000000045,50.67838999999998,0.8594993
2,335.96768,216.739,27.87280000000004,30.027969999999982,0.76296
3,564.295175,233.0901675,22.597465000000057,53.58748750000001,0.9999999977730318
3,360.843685,216.651765,23.515615000000025,49.785450000000026,0.9897982854546409
3,575.9149299999999,232.60705000000002,19.53177000000005,50.33440000000002,0.9802169743083877
3,29.756376,220.50478,22.915137000000005,42.12620000000001,0.7764053
3,451.66656,211.77396,22.134540000000015,45.14537999999999,0.59550726
4,367.8691,221.1658,27.046100000000024,56.03140000000002,0.9705469767124839
4,354.4137,223.1471,21.831399999999974,46.1002,0.969806300935852
4,492.51596,219.43634,26.210939999999994,49.16296000000003,0.8140682
5,551.7839333333334,222.72235999999998,23.990599999999972,50.64049,0.9851755400397886
5,60.8951,227.3228,19.725499999999997,47.559800000000024,0.969862334896508
5,324.9427,216.03934,34.60374999999999,27.860659999999996,0.68233347
6,354.57382,214.9242,24.010479999999973,32.91459999999998,0.8721182
6,478.93637,215.3419,27.228579999999965,63.275199999999984,0.5216444
7,49.7276,114.1637,51.6205,114.12619999999998,0.11485524
8,372.3154,202.077595,17.370029999999986,40.132694999999984,0.9974769496445896
8,382.31778,206.38287,16.971859999999992,36.14965000000001,0.954242
8,344.34088,206.25711,13.93429999999995,32.82679999999999,0.69105077
9,384.93017,215.249185,17.11008000000004,42.225685,0.9994711983180452
9,582.0911,232.9641,28.339399999999955,75.25910000000002,0.9698145945378868
9,359.35483,220.87587,20.61162999999999,35.236369999999994,0.7153128
10,102.106094,214.92546,22.084025999999994,42.08124000000004,0.76521695
10,406.67404,204.38675,22.09595999999999,52.84719999999999,0.7346982
10,401.81433,200.5114,21.01477,46.195809999999994,0.7100582
11,407.37955,217.089175,17.910965000000033,44.52812499999999,0.9973252981737946
11,383.12988,211.09528,18.555540000000008,48.05065999999999,0.8450246
12,461.5976,232.0298,16.13040000000001,46.55269999999999,0.9700174603063338
12,435.54742,218.15028,19.038880000000006,45.982320000000016,0.91336864
12,25.883972,217.34294,43.913898,31.002579999999995,0.6788841
12,422.19174,215.30403,24.252440000000036,47.334270000000004,0.6607886
12,396.18906,215.22063,18.85014000000001,48.09437,0.64635354
12,156.69376,215.30164,13.209480000000013,33.097380000000015,0.6316114
13,460.56960499999997,211.29147,22.60302999999999,53.000594999999976,0.9999812505038979
13,471.31295,205.52118000000002,20.27584999999999,49.230714999999975,0.9882718069955295
13,17.607563,209.23163,26.28521,55.273270000000025,0.8538296
13,560.62384,201.10207,25.400460000000066,52.71987999999999,0.8408952
13,460.2993,212.31267,16.4735,37.31375,0.57773507
13,376.24133,215.88463,12.611940000000004,34.183970000000016,0.5740907
13,13.9664,199.7002,57.7323,57.00150000000002,0.19077843
14,487.0117175,217.29565000000002,21.88415750000007,46.52975249999997,0.9995529499051266
14,25.04243866666667,209.83103666666668,22.712897999999996,46.061289999999985,0.9993153669007669
14,479.8987,205.4466,28.433100000000024,55.0496,0.9699078254960283
14,470.3973,195.6202,30.300099999999986,57.6721,0.9698969456933327
14,452.273,211.8033,20.63009999999997,47.9555,0.9698302918398041
14,139.23187,208.70891,23.307540000000017,35.904799999999994,0.92389876
14,147.82112,212.80234,26.921099999999996,33.63774000000001,0.5126393
14,577.0422,188.2984,49.519199999999955,67.68379999999999,0.11247385
15,428.31872,214.639465,15.762159999999994,37.075079999999986,0.9920763152691311
15,530.1908,219.7774,18.72717,41.015139999999974,0.8750298
15,529.3991,218.04534999999998,27.65655000000004,72.31145000000004,0.8309969276980409
