1,504.4218,214.5981,20.2989,43.5932,0.56410700
2,530.9900,225.2662,21.2704,49.0050,0.99783200
2,546.7485,205.3422,24.3693,63.9949,0.42749000
2,539.3679,216.8254,26.1859,54.7136,0.05234100
3,566.6660,234.7465,20.0558,51.0176,0.97655400
3,450.8170,207.8346,22.5952,51.2752,0.08188700
3,570.3018,223.5821,25.8684,66.1251,0.03041900
5,555.7101,224.1496,19.9746,47.1455,0.27221400
7,482.0813,220.4908,21.4720,53.3938,0.04240200
8,607.2176,207.2786,28.0525,74.3416,0.02712700
9,581.5542,227.0850,30.2251,79.1740,0.06493400
10,608.9060,121.7145,22.7615,59.7879,0.01858700
12,605.0977,182.6142,22.3763,58.7993,0.01933500
13,471.2363,200.0654,19.9075,53.6353,0.46521400
13,462.4365,208.7469,20.8864,50.0474,0.12195400
14,487.7290,211.0269,23.5165,48.1048,0.86766600
15,530.6371,216.0859,24.0186,58.0059,0.81382100
15,426.2249,210.5415,18.8965,39.3623,0.01364800
16,577.5513,214.5098,23.0511,64.7124,0.77558000
16,573.6229,178.8112,30.1527,96.2883,0.62609400
16,439.9177,204.4157,19.2759,45.3800,0.04168900
16,580.7079,238.1237,22.0175,54.1293,0.01019900
17,446.1700,204.3207,18.1509,45.3350,0.90800400
17,460.5860,206.0188,19.8383,45.6456,0.69417800
18,453.5066,217.8877,18.9227,47.2106,0.97033100
18,466.9928,217.9729,20.7501,44.7738,0.93634300
18,459.6234,214.2320,17.4940,46.6235,0.02493000
19,467.3079,219.3488,19.9421,47.6797,0.99752900
19,484.0381,218.5399,20.0141,46.9057,0.98189200
19,31.0226,211.8145,22.2887,49.5927,0.04030400
19,374.6650,217.0828,22.5915,53.4789,0.01269700
20,491.1310,222.5684,22.4200,50.7076,0.99977500
20,517.1605,221.2903,21.4694,49.5670,0.99923100
20,385.9839,217.3764,22.6194,57.6325,0.96511200
20,509.7966,220.4381,16.9136,49.0180,0.01313000
21,543.8207,219.2005,25.2424,59.1341,0.99992400
21,575.8241,218.2156,24.6025,57.6819,0.99954400
21,417.0746,207.6229,26.3120,67.9084,0.87382600
21,567.0818,215.9025,19.3735,51.9993,0.13029700
21,412.5764,205.5528,21.3510,52.9668,0.02292900
21,559.4500,215.4164,21.1689,55.9474,0.01066000
22,455.4574,216.3096,21.0183,51.4462,0.99549800
22,516.0457,221.2776,21.3215,45.4470,0.87384300
22,501.2202,218.0706,34.8333,82.9153,0.20573200
22,502.8513,221.0177,24.8521,54.6713,0.10307700
22,437.4393,216.6204,20.4824,44.6190,0.01931100
23,521.8510,211.9078,26.2021,66.7213,0.99972200
23,482.1236,213.3945,19.1329,56.2475,0.79836200
23,493.4001,213.1832,24.9586,51.8097,0.56504700
23,488.0001,203.1912,25.7247,73.1149,0.15200900
23,545.4451,201.4665,24.6913,52.2483,0.06764300
23,460.1010,219.3899,20.8029,42.7103,0.01109400
24,548.5121,217.0815,24.4570,59.9636,0.99969800
24,573.1608,217.8841,25.5654,58.5449,0.99891500
24,612.3571,195.9288,24.2800,55.9700,0.76498400
24,424.1812,203.8265,27.3930,54.8713,0.40029400
24,497.5542,222.9120,21.2513,45.1975,0.11077400
24,419.0247,180.3422,27.7193,80.3928,0.11075600
24,435.0417,201.2042,22.9441,58.2187,0.06515000
25,550.4534,221.5397,25.5026,55.4978,0.09009900
25,426.2356,213.8135,21.2894,64.0230,0.03733100
26,314.0885,213.0332,20.3098,43.3983,0.76038100
27,294.1124,215.7125,21.1161,51.5214,0.96511500
28,249.5121,212.4774,24.8759,55.3560,0.99855400
29,188.7773,217.2250,27.9713,65.9966,0.99869200
29,482.1002,170.6501,26.0217,61.7507,0.21848400
29,84.9496,208.0902,20.6064,45.6132,0.03311000
29,478.0576,174.0656,41.3600,75.0895,0.01865300
30,94.0467,220.1736,36.8293,83.4781,0.99848400
30,86.0766,218.6098,27.2466,66.9865,0.06408000
30,103.9500,212.9458,28.2198,63.7636,0.01511100
31,49.5190,202.9415,24.7119,59.6826,0.27426000
31,473.4404,180.3655,18.5003,51.5511,0.03385300
32,24.7186,223.4395,24.9505,58.6431,0.04691100
32,561.1048,157.8172,42.7040,83.1666,0.01720100
33,425.6639,205.1458,23.8010,49.9989,0.09940800
34,495.4943,212.6329,19.4840,52.0584,0.21887100
34,475.0705,212.2125,21.3002,52.6219,0.05186700
35,558.3400,221.0298,23.1766,54.5346,0.99967000
35,526.6718,221.1074,27.7837,62.4415,0.99911800
35,376.2778,208.2998,19.9735,44.8886,0.05303400
36,396.6436,214.9603,19.4849,44.2490,0.99216500
37,435.8531,217.5336,23.3410,54.5980,0.99982800
38,506.8408,226.6107,33.1537,78.8365,0.99993800
38,497.0381,223.1939,18.7846,45.9801,0.01179900
39,472.4979,217.9309,23.3994,54.2734,0.01924300
40,472.5361,225.5568,30.7755,68.3634,0.16831500
40,159.7593,211.6604,21.7734,43.6049,0.08939500
41,118.2658,217.7423,22.2320,42.1512,0.15235500
42,59.3653,218.6530,21.3965,50.2090,0.97067200
42,68.5036,215.2768,22.4495,48.5032,0.87679900
42,386.0673,207.6902,20.2631,46.9180,0.01255300
43,400.8745,217.8208,21.2891,41.2534,0.02329000
43,9.6165,224.6770,23.2753,50.8016,0.01868000
44,517.6079,203.3445,24.0238,51.9395,0.35212500
45,446.1477,204.0457,22.3881,50.7914,0.99747500
45,438.9571,202.7719,22.0749,51.5713,0.02560100
45,597.6507,197.9943,24.2799,63.1884,0.01175700
46,497.7703,217.5154,23.6467,54.8615,0.99971400
46,474.4492,221.4115,27.5944,54.3303,0.99098600
46,483.8848,220.8982,25.8648,50.9704,0.46923000
46,468.9008,213.9524,23.6758,57.4251,0.06699500
47,539.8600,234.7196,27.6387,63.5552,0.76093100
47,590.8386,220.2213,27.3638,72.4172,0.09263000
47,594.9559,129.7322,34.4331,81.6866,0.02897300
47,425.1138,211.5006,25.6780,63.9920,0.01753000
47,595.1153,205.0130,34.9755,100.0324,0.01082500
48,498.7719,223.4556,20.0040,60.3834,0.01880600
49,430.7485,178.2014,25.3560,63.6325,0.96998200
49,425.1151,194.0563,22.2398,54.9289,0.01947500
50,465.2591,247.7872,21.3992,51.4644,0.03388000
51,495.2661,171.1187,29.8989,66.4538,0.95654300
