1,504.8344,215.9583,17.6071,42.9440,0.36571900
1,370.3840,207.2898,15.5076,37.8234,0.08788300
1,498.9881,210.4851,16.4153,40.0371,0.02202600
1,449.8296,100.1458,24.1020,58.7854,0.01950200
1,522.0426,214.4419,15.9310,38.8562,0.01417900
1,512.3994,212.7977,17.6888,43.1436,0.01353000
1,270.8804,320.0175,18.3245,44.6939,0.01231500
1,402.0061,62.5815,38.8662,94.7955,0.01021700
1,377.3954,211.3720,15.1239,36.8875,0.01018200
2,530.8504,224.4116,20.5610,50.1487,0.48300100
2,547.1753,211.8104,21.0710,51.3926,0.04166900
2,370.1716,217.4870,16.3558,39.8923,0.03631800
2,80.1772,218.3565,18.7265,45.6745,0.02094600
2,521.2741,222.4189,19.2475,46.9451,0.01717800
2,450.9398,216.6340,14.0785,34.3378,0.01035800
3,563.5363,230.8033,22.2246,54.2063,0.50627200
3,360.5511,218.0662,19.1476,46.7016,0.03890100
3,580.6938,239.4971,18.1146,44.1820,0.03351100
3,552.0349,233.1473,19.7725,48.2258,0.01305200
3,352.9847,214.5893,18.8673,46.0179,0.01004800
4,364.5687,222.7233,18.4855,45.0866,0.02251100
4,609.9539,82.1955,30.0461,77.9140,0.01365200
4,450.6434,220.6963,14.1152,34.4274,0.01281400
4,399.1699,39.0454,38.2321,93.2490,0.01034900
4,612.0585,206.3258,27.9415,69.9639,0.01028200
5,396.4105,218.4017,18.9643,46.2545,0.02187400
5,538.8587,0.0000,26.7482,65.2395,0.02050800
5,478.9971,215.1426,15.5329,37.8852,0.01702000
5,408.3302,209.2899,20.0949,49.0119,0.01464100
5,560.6724,219.7673,17.8842,43.6199,0.01402000
5,68.3747,206.4638,18.9262,46.1614,0.01234200
5,375.2179,229.0051,14.0860,34.3561,0.01093800
6,615.9973,209.3826,19.5748,47.7434,0.01901900
6,358.9395,212.4190,14.2939,34.8632,0.01485500
6,430.2083,0.0000,20.2382,49.3614,0.01298600
6,456.4437,234.2986,19.0548,46.4751,0.01272300
6,136.6007,186.6377,18.6201,45.4149,0.01207900
6,474.9507,122.1639,22.4175,54.6769,0.01169300
6,600.3857,0.0000,39.6143,97.3592,0.01042500
6,470.5708,0.0000,19.9599,48.6828,0.01028900
7,494.5503,0.0000,43.7617,106.7359,0.01139500
7,516.8216,0.0000,55.6868,135.8213,0.01026100
7,422.3655,63.2396,21.8347,53.2555,0.01026000
8,371.3106,204.8402,14.1631,34.5441,0.02212900
8,608.2267,151.9554,27.5407,67.1726,0.01326400
8,603.2267,236.6864,30.0746,73.3528,0.01165400
8,589.5345,154.0465,25.6831,62.6418,0.01034500
8,608.6428,120.4347,27.0780,66.0438,0.01013800
9,386.8579,221.0002,13.7183,33.4593,0.04249600
9,582.6886,236.6023,23.7225,57.8597,0.01621300
9,446.8981,203.7923,14.9060,36.3560,0.01136800
9,513.2934,180.9605,17.3091,42.2174,0.01031500
10,563.3369,164.1596,20.9879,51.1900,0.02152100
10,60.6770,193.4436,19.7395,48.1452,0.01628000
10,467.8186,189.0780,20.0198,48.8288,0.01068900
11,407.6981,215.8090,14.9484,36.4594,0.01456200
11,424.1257,0.0000,48.1638,117.4725,0.01127200
11,363.0320,0.0000,42.9250,104.6951,0.01046500
12,421.0161,203.8778,17.7988,43.4116,0.07431800
12,433.8923,213.1248,17.0508,41.5874,0.04686100
12,562.9926,183.3003,21.6933,52.9105,0.01354200
13,461.8201,217.3221,16.5422,40.3469,0.03977300
13,469.3130,216.9799,17.1750,41.8903,0.01940500
13,208.0880,198.1061,13.0329,31.7875,0.01825000
13,518.2947,211.5219,15.0289,36.6559,0.01415100
13,473.4893,205.6130,16.4965,40.2352,0.01358600
13,28.1657,210.3933,19.1967,46.8211,0.01131700
13,510.6796,215.0482,15.5864,38.0154,0.01008700
14,492.7666,220.0090,17.6583,43.0691,0.08153800
14,29.2078,212.3765,17.1504,41.8302,0.02802000
